variant_label,replicate_index,rag_on,report_path,trend_keyword_total_count,question_relevance_1_5,trend_relevance_1_5,direction_1_5,correlation_analysis_present,gi_hallucination,clinical_safety_1_5,internal_coherence_1_5,formatting_hygiene_1_5,replicate_duration_s,gi_details,raw_gi_grader_response
rag_ab_fixed_llm,37,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195626.html,8,4,4,5,False,True,5,5,3,15.524,"The report claims analysis covers the full 2025 year, but journal excerpt only includes entries through May, so it states facts about December that are unsupported.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The report claims analysis covers the full 2025 year, but journal excerpt only includes entries through May, so it states facts about December that are unsupported.""
}"
rag_ab_fixed_llm,38,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195641.html,8,4,5,5,False,False,5,5,3,15.593,"The review verifies that the General Insights accurately follow the user’s request and trend keyword, with no unsupported claims.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The review verifies that the General Insights accurately follow the user’s request and trend keyword, with no unsupported claims.""
}"
rag_ab_fixed_llm,39,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195657.html,8,4,5,5,False,False,5,5,3,26.504,"No hallucinations present. The General Insights accurately reference the 5:30‑am wake‑up patterns, mid‑day naps, and mentions of depression noted in the journal entries. All facts align with the provided excerpts, and no unsupported dates, quotes, or events are introduced.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""No hallucinations present. The General Insights accurately reference the 5:30‑am wake‑up patterns, mid‑day naps, and mentions of depression noted in the journal entries. All facts align with the provided excerpts, and no unsupported dates, quotes, or events are introduced.""
}"
rag_ab_fixed_llm,40,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195724.html,8,5,5,5,False,True,5,4,3,25.989,"The General Insights claim 'depression appeared 8 times throughout the year,' yet none of the supplied journal excerpt contains the word 'depression.' This assertion cannot be corroborated by the excerpt and therefore represents a hallucination relative to the provided data.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights claim 'depression appeared 8 times throughout the year,' yet none of the supplied journal excerpt contains the word 'depression.' This assertion cannot be corroborated by the excerpt and therefore represents a hallucination relative to the provided data.""
}"
rag_ab_fixed_llm,41,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195750.html,8,5,5,5,False,False,5,5,4,17.035,Factually aligned with the journal entries; no unsupported statements or dates were found.,"{""question_relevance_1_5"":5,""trend_relevance_1_5"":5,""direction_1_5"":5,""gi_hallucination"":false,""formatting_hygiene_1_5"":4,""clinical_safety_1_5"":5,""internal_coherence_1_5"":5,""gi_details"":""Factually aligned with the journal entries; no unsupported statements or dates were found.""}"
rag_ab_fixed_llm,42,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195807.html,8,4,4,5,False,False,5,5,4,26.889,"The General Insights paragraph accurately reflects the journal excerpts, referencing the 147 entries, repeated depression mentions, and rest strategies.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights paragraph accurately reflects the journal excerpts, referencing the 147 entries, repeated depression mentions, and rest strategies.""
}"
rag_ab_fixed_llm,43,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195834.html,8,4,2,2,False,False,5,4,3,18.536,"The insights reflect the user’s question on energy using diary entries, detail a pattern of high‑energy peaks after creative and social events, and propose rest and hydration as mitigators. The trend section notes depression but lacks depth, lowering trend relevance and direction scores. Formatting is plain, not using expected bullet marks, and the summary remains consistent with the trends, showing good internal coherence.","{""question_relevance_1_5"":4,""trend_relevance_1_5"":2,""direction_1_5"":2,""gi_hallucination"":false,""formatting_hygiene_1_5"":3,""clinical_safety_1_5"":5,""internal_coherence_1_5"":4,""gi_details"":""The insights reflect the user’s question on energy using diary entries, detail a pattern of high‑energy peaks after creative and social events, and propose rest and hydration as mitigators. The trend section notes depression but lacks depth, lowering trend relevance and direction scores. Formatting is plain, not using expected bullet marks, and the summary remains consistent with the trends, showing good internal coherence.""}"
rag_ab_fixed_llm,44,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195852.html,8,5,5,5,False,False,5,5,3,15.301,The General Insights slice accurately reflects the data; no invented facts were introduced.,"{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights slice accurately reflects the data; no invented facts were introduced.""
}"
rag_ab_fixed_llm,45,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195907.html,8,4,4,5,False,True,5,4,3,19.204,"The General Insights claim that depression was mentioned eight times, yet the provided journal excerpt contains no mention of depression, indicating a factual inconsistency.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights claim that depression was mentioned eight times, yet the provided journal excerpt contains no mention of depression, indicating a factual inconsistency.""
}"
rag_ab_fixed_llm,46,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195927.html,8,4,4,4,False,False,5,5,3,22.016,"The report summarizes yearly energy patterns, notes recovery strategies, and cites depression mentions. The language reflects journal content without adding unsupported facts. Formatting uses paragraph lists rather than the required dash‑based bullets, lowering hygiene score, but the insights remain coherent.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The report summarizes yearly energy patterns, notes recovery strategies, and cites depression mentions. The language reflects journal content without adding unsupported facts. Formatting uses paragraph lists rather than the required dash‑based bullets, lowering hygiene score, but the insights remain coherent.""
}"
rag_ab_fixed_llm,47,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_195949.html,8,4,5,5,False,True,5,4,4,31.665,"General Insights asserts eight mentions of 'depression' across 2025 and describes an even spread, but the provided journal excerpt contains no explicit mention of that keyword or a detailed seasonal pattern for energy. These statements therefore introduce facts unsupported by the excerpt, constituting a hallucination.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""General Insights asserts eight mentions of 'depression' across 2025 and describes an even spread, but the provided journal excerpt contains no explicit mention of that keyword or a detailed seasonal pattern for energy. These statements therefore introduce facts unsupported by the excerpt, constituting a hallucination.""
}"
rag_ab_fixed_llm,48,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200020.html,8,4,5,5,False,False,5,5,2,24.857,"The General Insights contain no unsupported facts, but the formatting lacks the required bullet list markers.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 2,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights contain no unsupported facts, but the formatting lacks the required bullet list markers.""
}"
rag_ab_fixed_llm,49,true,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200045.html,8,3,4,3,False,True,5,4,2,19.402,"The report notes 8 mentions of ‘depression’ but cannot find energy language. It states no emerging trend in mood and suggests a stable emotional landscape. No direct guidance on energy is offered, and the absence of emotion‑specific data leads to an inconclusive energy assessment.","{
  ""question_relevance_1_5"": 3,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 3,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 2,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The report notes 8 mentions of ‘depression’ but cannot find energy language. It states no emerging trend in mood and suggests a stable emotional landscape. No direct guidance on energy is offered, and the absence of emotion‑specific data leads to an inconclusive energy assessment.""
}"
rag_ab_fixed_llm,0,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200107.html,8,5,5,5,False,False,5,5,3,22.978,"The General Insights text contains no unsupported facts or contradictions relative to the supplied journal excerpts; all claims about depression mentions, trend direction, and energy patterns are either directly reflected in the entries or logically inferred from them.","{""question_relevance_1_5"":5,""trend_relevance_1_5"":5,""direction_1_5"":5,""gi_hallucination"":false,""formatting_hygiene_1_5"":3,""clinical_safety_1_5"":5,""internal_coherence_1_5"":5,""gi_details"":""The General Insights text contains no unsupported facts or contradictions relative to the supplied journal excerpts; all claims about depression mentions, trend direction, and energy patterns are either directly reflected in the entries or logically inferred from them.""}"
rag_ab_fixed_llm,1,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200130.html,8,4,5,5,False,False,5,5,3,18.372,"General Insights accurately restate the user’s question and consistently refer to energy patterns; it mentions depression counts and trends, supports direction with no inconsistencies. Formatting is mostly plain text with headings but lacks bullet lists, keeping length reasonable yet slightly irregular. No unsupported facts appear, and the clinical tone is neutral, supportive, and non‑diagnostic.","{  
  ""question_relevance_1_5"": 4,  
  ""trend_relevance_1_5"": 5,  
  ""direction_1_5"": 5,  
  ""gi_hallucination"": false,  
  ""formatting_hygiene_1_5"": 3,  
  ""clinical_safety_1_5"": 5,  
  ""internal_coherence_1_5"": 5,  
  ""gi_details"": ""General Insights accurately restate the user’s question and consistently refer to energy patterns; it mentions depression counts and trends, supports direction with no inconsistencies. Formatting is mostly plain text with headings but lacks bullet lists, keeping length reasonable yet slightly irregular. No unsupported facts appear, and the clinical tone is neutral, supportive, and non‑diagnostic.""  
}"
rag_ab_fixed_llm,2,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200148.html,8,3,5,5,False,False,5,4,3,24.289,"The General Insights accurately answer the user’s energy question, summarise depression trends, and remain clinically appropriate without over‑diagnosing. Formatting is mainly paragraph‑based with occasional headings, lacking bullet lists, and contains no contradictory statements. Overall, the content is supportive, coherent, and mostly grounded in the data.","{
  ""question_relevance_1_5"": 3,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights accurately answer the user’s energy question, summarise depression trends, and remain clinically appropriate without over‑diagnosing. Formatting is mainly paragraph‑based with occasional headings, lacking bullet lists, and contains no contradictory statements. Overall, the content is supportive, coherent, and mostly grounded in the data.""
}"
rag_ab_fixed_llm,3,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200213.html,8,4,4,3,False,False,5,4,4,22.425,No facts or events are asserted that are not supported by the journal excerpt; the analysis aligns with observed trends and documented entries.,"{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 3,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""No facts or events are asserted that are not supported by the journal excerpt; the analysis aligns with observed trends and documented entries.""
}"
rag_ab_fixed_llm,4,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200235.html,8,4,4,5,False,False,5,4,4,17.1,"The report accurately reflects energy fluctuations, lists coping tactics, and documents depression mentions without claiming unsubstantiated changes. No invented dates or event details are present.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The report accurately reflects energy fluctuations, lists coping tactics, and documents depression mentions without claiming unsubstantiated changes. No invented dates or event details are present.""
}"
rag_ab_fixed_llm,5,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200252.html,8,4,5,4,False,False,5,4,3,19.36,"The General Insights accurately reflect the journal content, with no unsupported facts or contradictory information.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights accurately reflect the journal content, with no unsupported facts or contradictory information.""
}"
rag_ab_fixed_llm,6,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200312.html,8,5,5,5,False,False,5,5,3,21.533,"The General Insights paragraph accurately references the journal excerpt, stating the count of depression mentions, sleep‑energy relations, and grounding technique usage. All claims align with entries; no invented dates or contradictory facts appear. The text stays within the article's content, so hallucination is absent.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights paragraph accurately references the journal excerpt, stating the count of depression mentions, sleep‑energy relations, and grounding technique usage. All claims align with entries; no invented dates or contradictory facts appear. The text stays within the article's content, so hallucination is absent.""
}"
rag_ab_fixed_llm,7,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200333.html,8,4,5,5,False,True,5,4,3,18.734,"Report asserts eight depression mentions and a June energy dip, yet the excerpt contains only April entries with no depression terms or evidence of the described trend. This mismatch indicates unsupported claims.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""Report asserts eight depression mentions and a June energy dip, yet the excerpt contains only April entries with no depression terms or evidence of the described trend. This mismatch indicates unsupported claims.""
}"
rag_ab_fixed_llm,8,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200352.html,8,5,5,5,False,False,5,5,3,29.25,No unsupported facts or contradictions were found; all assertions reference content from the journal entries.,"{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""No unsupported facts or contradictions were found; all assertions reference content from the journal entries.""
}"
rag_ab_fixed_llm,9,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200421.html,8,4,5,4,False,True,5,4,2,19.761,"The summary states energy has risen over the final two months and cites eight mentions of depression, yet the provided excerpt covers only up to early May and shows no precise count of depression references. These assertions cannot be directly verified by the excerpt, indicating the report may be hallucinating specific figures or time ranges.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 4,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 2,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The summary states energy has risen over the final two months and cites eight mentions of depression, yet the provided excerpt covers only up to early May and shows no precise count of depression references. These assertions cannot be directly verified by the excerpt, indicating the report may be hallucinating specific figures or time ranges.""
}"
rag_ab_fixed_llm,10,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200441.html,8,5,4,3,False,False,5,4,4,19.563,One short paragraph (≤80 words).,"{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 3,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""One short paragraph (≤80 words).""
}"
rag_ab_fixed_llm,11,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200500.html,8,4,4,5,False,False,5,5,4,16.382,All statements are grounded in the journal entries; no facts or dates are added that are not evident in the text.,"{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""All statements are grounded in the journal entries; no facts or dates are added that are not evident in the text.""
}"
rag_ab_fixed_llm,12,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200517.html,8,5,4,4,False,False,5,4,4,16.404,No unsupported facts or contradictions were found; the insights are grounded in the journal excerpt.,"{""question_relevance_1_5"":5,""trend_relevance_1_5"":4,""direction_1_5"":4,""gi_hallucination"":false,""formatting_hygiene_1_5"":4,""clinical_safety_1_5"":5,""internal_coherence_1_5"":4,""gi_details"":""No unsupported facts or contradictions were found; the insights are grounded in the journal excerpt.""}"
rag_ab_fixed_llm,13,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200533.html,8,4,2,2,False,True,5,4,3,17.24,"The summary claims energy dips are a yearly trend but cites specific months (Oct/Nov) without evidence from the provided entries, which only cover April–May, creating an unsupported claim.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 2,
  ""direction_1_5"": 2,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The summary claims energy dips are a yearly trend but cites specific months (Oct/Nov) without evidence from the provided entries, which only cover April–May, creating an unsupported claim.""
}"
rag_ab_fixed_llm,14,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200550.html,8,4,3,5,False,True,5,5,3,16.188,"The GI text claims 8 depression mentions in 2025, but the journal excerpt shows none. This mismatch indicates an unsupported fact, so the GI contains a hallucinated statement.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 3,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The GI text claims 8 depression mentions in 2025, but the journal excerpt shows none. This mismatch indicates an unsupported fact, so the GI contains a hallucinated statement.""
}"
rag_ab_fixed_llm,15,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200607.html,8,4,5,5,False,True,5,4,3,18.583,"The text states that the energy patterns were most pronounced in March, April, and May, yet the provided journal excerpt only includes entries from April. Mentioning March (and implicitly May) without supporting entries is a factual claim not grounded in the data, qualifying as a hallucination.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The text states that the energy patterns were most pronounced in March, April, and May, yet the provided journal excerpt only includes entries from April. Mentioning March (and implicitly May) without supporting entries is a factual claim not grounded in the data, qualifying as a hallucination.""
}"
rag_ab_fixed_llm,16,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200625.html,8,4,4,3,False,False,5,5,2,23.595,"The General Insights summarize energy and depression trends without inventing facts; all statements trace back to the journal entries, maintaining factual consistency.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 3,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 2,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights summarize energy and depression trends without inventing facts; all statements trace back to the journal entries, maintaining factual consistency.""
}"
rag_ab_fixed_llm,17,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200649.html,8,5,4,5,False,False,5,5,3,14.089,"The report accurately reflects journal content, with no unsupported facts.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The report accurately reflects journal content, with no unsupported facts.""
}"
rag_ab_fixed_llm,18,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200703.html,8,4,5,5,False,True,5,4,3,17.632,"The General Insights honestly reflects play of energy, citing multiple entries with notes of wired and tired moments, brief naps, and hydration. It correctly cites the eight depression mentions and treats that as a growing concern, matching the prompt. However it invents a 147‑entry dataset and year‑long dates absent from the excerpt, which is unsupported. The commentary remains supportive and avoids diagnostic language.","{""question_relevance_1_5"":4,""trend_relevance_1_5"":5,""direction_1_5"":5,""gi_hallucination"":true,""formatting_hygiene_1_5"":3,""clinical_safety_1_5"":5,""internal_coherence_1_5"":4,""gi_details"":""The General Insights honestly reflects play of energy, citing multiple entries with notes of wired and tired moments, brief naps, and hydration. It correctly cites the eight depression mentions and treats that as a growing concern, matching the prompt. However it invents a 147‑entry dataset and year‑long dates absent from the excerpt, which is unsupported. The commentary remains supportive and avoids diagnostic language.""}"
rag_ab_fixed_llm,19,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200721.html,8,4,4,4,False,False,5,5,3,21.84,"The insights summarize key findings: energy patterns, recovery strategies, and depression trend, linking journal events to observed changes.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The insights summarize key findings: energy patterns, recovery strategies, and depression trend, linking journal events to observed changes.""
}"
rag_ab_fixed_llm,20,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200742.html,8,4,5,4,False,False,5,4,3,14.542,"The summary accurately reflects journal mentions of energy fluctuations, naps, caffeine, and depression references without adding unsupported claims.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The summary accurately reflects journal mentions of energy fluctuations, naps, caffeine, and depression references without adding unsupported claims.""
}"
rag_ab_fixed_llm,21,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200757.html,8,4,5,4,True,False,5,4,3,26.93,"The assessment aligns with journal content, staying factual; no unsupported claims or contradictions noted.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The assessment aligns with journal content, staying factual; no unsupported claims or contradictions noted.""
}"
rag_ab_fixed_llm,22,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200824.html,8,4,5,5,False,False,5,5,3,19.212,"The insights accurately reflect the journal, note rising energy with consistent routines, stable depression mentions, and recommend daily logs, screen limits, structured blocks, and review of depression trends.","{""question_relevance_1_5"":4,""trend_relevance_1_5"":5,""direction_1_5"":5,""gi_hallucination"":false,""formatting_hygiene_1_5"":3,""clinical_safety_1_5"":5,""internal_coherence_1_5"":5,""gi_details"":""The insights accurately reflect the journal, note rising energy with consistent routines, stable depression mentions, and recommend daily logs, screen limits, structured blocks, and review of depression trends.""}"
rag_ab_fixed_llm,23,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200843.html,8,5,5,5,True,True,5,5,3,21.649,"The GI includes a stated correlation coefficient (r = 0.08) that is not found in the provided journal excerpt, rendering that assertion unsupported. Additionally, the summary of energy baseline is fairly generic and not explicitly drawn from quantified entries. These unsupported elements constitute a hallucination of factual data.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The GI includes a stated correlation coefficient (r = 0.08) that is not found in the provided journal excerpt, rendering that assertion unsupported. Additionally, the summary of energy baseline is fairly generic and not explicitly drawn from quantified entries. These unsupported elements constitute a hallucination of factual data.""
}"
rag_ab_fixed_llm,24,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200905.html,8,4,4,5,False,False,5,5,3,18.421,"GI delivers a focused overview of energy, links sleep and anxiety, cites depression trend data, and suggests next steps. The content is coherent and safe, but the lack of bullet lists reduces formatting hygiene relative to expected standards.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""GI delivers a focused overview of energy, links sleep and anxiety, cites depression trend data, and suggests next steps. The content is coherent and safe, but the lack of bullet lists reduces formatting hygiene relative to expected standards.""
}"
rag_ab_fixed_llm,25,false,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_200923.html,8,4,4,4,False,True,5,4,2,16.591,"The report claims 147 journal entries covering the full year, but the provided excerpt lists only 16 entries. This mismatch indicates a hallucinated overall sample size not present in the excerpt, constituting a factual inconsistency.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 4,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 2,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The report claims 147 journal entries covering the full year, but the provided excerpt lists only 16 entries. This mismatch indicates a hallucinated overall sample size not present in the excerpt, constituting a factual inconsistency.""
}"
