variant_label,replicate_index,report_path,trend_keyword_total_count,question_relevance_1_5,trend_relevance_1_5,direction_1_5,correlation_analysis_present,gi_hallucination,clinical_safety_1_5,internal_coherence_1_5,formatting_hygiene_1_5,replicate_duration_s,gi_details,raw_gi_grader_response
agent2_baseline,38,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213029.html,8,4,5,5,False,False,5,5,4,18.714,"The summary accurately reflects journal entries about energy, noting uptrends with naps and grounding, and links dips to nighttime scrolling. It cites depression mentions but does not introduce unsupported facts. Overall, it is fully grounded in the data.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The summary accurately reflects journal entries about energy, noting uptrends with naps and grounding, and links dips to nighttime scrolling. It cites depression mentions but does not introduce unsupported facts. Overall, it is fully grounded in the data.""
}"
agent2_baseline,39,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213048.html,8,5,5,5,False,False,5,5,3,21.306,"The analysis accurately reflects journal entries related to energy, sleep, hydration, anxiety, and depression, without adding unsupported events, dates, or statements that contradict the entries.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The analysis accurately reflects journal entries related to energy, sleep, hydration, anxiety, and depression, without adding unsupported events, dates, or statements that contradict the entries.""
}"
agent2_baseline,40,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213109.html,8,5,3,5,False,True,5,5,4,19.434,"The General Insights claims depression is mentioned eight times, yet the provided journal excerpt contains no explicit word “depression,” evidencing a fact not supported by the supplied text.","{""question_relevance_1_5"":5,""trend_relevance_1_5"":3,""direction_1_5"":5,""gi_hallucination"":true,""formatting_hygiene_1_5"":4,""clinical_safety_1_5"":5,""internal_coherence_1_5"":5,""gi_details"":""The General Insights claims depression is mentioned eight times, yet the provided journal excerpt contains no explicit word “depression,” evidencing a fact not supported by the supplied text.""}"
agent2_baseline,41,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213128.html,8,4,4,5,False,False,5,5,4,21.81,"This General Insights text accurately reflects the journal data, covers the requested energy question, and discusses depression trends with realistic counts. It stays grounded in the entries, does not invent new facts, and keeps a neutral, supportive tone.","{""question_relevance_1_5"":4,""trend_relevance_1_5"":4,""direction_1_5"":5,""gi_hallucination"":false,""formatting_hygiene_1_5"":4,""clinical_safety_1_5"":5,""internal_coherence_1_5"":5,""gi_details"":""This General Insights text accurately reflects the journal data, covers the requested energy question, and discusses depression trends with realistic counts. It stays grounded in the entries, does not invent new facts, and keeps a neutral, supportive tone.""}"
agent2_baseline,42,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213150.html,8,4,5,4,False,False,5,4,3,18.611,"The General Insights faithfully translate patterns from the journal without adding unsupported facts or excessive narrative, accurately referencing energy swings, hydration, naps, and depression mentions. The content remains consistent, safe, and supportive.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights faithfully translate patterns from the journal without adding unsupported facts or excessive narrative, accurately referencing energy swings, hydration, naps, and depression mentions. The content remains consistent, safe, and supportive.""
}"
agent2_baseline,43,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213209.html,8,5,5,5,False,False,5,5,3,22.233,"The insights match the user’s inquiry, detail energy patterns, rest benefits, and depression mentions, without adding unsupported facts or diagnostics.","{""question_relevance_1_5"":5,""trend_relevance_1_5"":5,""direction_1_5"":5,""gi_hallucination"":false,""formatting_hygiene_1_5"":3,""clinical_safety_1_5"":5,""internal_coherence_1_5"":5,""gi_details"":""The insights match the user’s inquiry, detail energy patterns, rest benefits, and depression mentions, without adding unsupported facts or diagnostics.""}"
agent2_baseline,44,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213231.html,8,4,4,5,False,False,5,4,4,20.079,"The General Insights excerpt accurately reflects the journal content, citing sleep debt, late‑night scrolling, and anxiety as energy‑depleting factors. No unsupported facts, dates, or events are introduced, and the narrative aligns with documented entries. All statements are grounded in the provided journal excerpt.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights excerpt accurately reflects the journal content, citing sleep debt, late‑night scrolling, and anxiety as energy‑depleting factors. No unsupported facts, dates, or events are introduced, and the narrative aligns with documented entries. All statements are grounded in the provided journal excerpt.""
}"
agent2_baseline,45,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213251.html,8,4,4,4,False,True,5,5,3,17.509,"The report states there were 8 mentions of depression and describes a specific pattern of mood fluctuation. The journal excerpt contains few explicit references to the word ""depression"", suggesting the count and pattern description were invented beyond the actual content, thus constituting hallucination.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 4,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The report states there were 8 mentions of depression and describes a specific pattern of mood fluctuation. The journal excerpt contains few explicit references to the word \""depression\"", suggesting the count and pattern description were invented beyond the actual content, thus constituting hallucination.""
}"
agent2_baseline,46,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213309.html,8,4,5,3,False,False,5,5,3,16.896,"The General Insights are fully grounded in the journal excerpt; no unsupported facts, dates, or events are introduced. All claims match or paraphrase the supplied entries.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 3,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights are fully grounded in the journal excerpt; no unsupported facts, dates, or events are introduced. All claims match or paraphrase the supplied entries.""
}"
agent2_baseline,47,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213326.html,8,4,5,4,False,False,5,5,4,19.476,"The AI’s summary adequately addresses the user’s energy query, captures depression mentions comprehensively, and remains safe, coherent, and well‑structured, using concise, bulleted points where appropriate.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The AI’s summary adequately addresses the user’s energy query, captures depression mentions comprehensively, and remains safe, coherent, and well‑structured, using concise, bulleted points where appropriate.""
}"
agent2_baseline,48,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213345.html,8,4,5,5,False,False,5,5,3,29.794,"The General Insights section accurately summarizes the user’s energy trajectory and depression trend, matches the journal content, and provides actionable next steps. No unsubstantiated claims or contradictions are present.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights section accurately summarizes the user’s energy trajectory and depression trend, matches the journal content, and provides actionable next steps. No unsubstantiated claims or contradictions are present.""
}"
agent2_baseline,49,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213415.html,8,4,5,5,False,False,5,4,4,17.904,"The General Insights accurately addresses the user’s request about energy, references the depression trend directly, and presents a neutral, supportive tone. It does not assert unsupported facts, and its structure is clean with clear sectioning, though it uses paragraphs instead of bullet lists, which still meets expected formatting standards.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights accurately addresses the user’s request about energy, references the depression trend directly, and presents a neutral, supportive tone. It does not assert unsupported facts, and its structure is clean with clear sectioning, though it uses paragraphs instead of bullet lists, which still meets expected formatting standards.""
}"
agent2_therapist_notes,0,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213433.html,8,4,4,4,False,False,5,5,3,24.763,"The general insights section directly addresses the energy query with a month‑to‑month summary, highlights naps, hydration, grounding practices, and notes co‑occurrence with depression mentions. It cites the trend keyword eight times and remarks on stability. Formatting uses subheadings rather than bullet lists, and the content stays within journal evidence without unsupported claims.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The general insights section directly addresses the energy query with a month‑to‑month summary, highlights naps, hydration, grounding practices, and notes co‑occurrence with depression mentions. It cites the trend keyword eight times and remarks on stability. Formatting uses subheadings rather than bullet lists, and the content stays within journal evidence without unsupported claims.""
}"
agent2_therapist_notes,1,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213458.html,8,4,2,2,False,False,5,5,2,20.152,"The insights summarize how sleep quality and daily routines affect energy. They note repeated wired‑yet‑exhausted patterns from short sleep, and improvements after naps, early alarms, and deep‑work blocks. This aligns with the journal, but the depression trend is not explained nor tied to energy in the text.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 2,
  ""direction_1_5"": 2,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 2,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The insights summarize how sleep quality and daily routines affect energy. They note repeated wired‑yet‑exhausted patterns from short sleep, and improvements after naps, early alarms, and deep‑work blocks. This aligns with the journal, but the depression trend is not explained nor tied to energy in the text.""
}"
agent2_therapist_notes,2,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213518.html,8,5,5,5,True,False,5,5,3,18.156,"The General Insights correctly reference journal entries and mention counts, with no invented facts or dates. All stated trends and observations align with the excerpts provided. No unsupported claims appear, so the content is grounded in the source material.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights correctly reference journal entries and mention counts, with no invented facts or dates. All stated trends and observations align with the excerpts provided. No unsupported claims appear, so the content is grounded in the source material.""
}"
agent2_therapist_notes,3,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213536.html,8,5,5,5,False,False,5,5,3,26.551,"The overview accurately reflects the journal observations—high early‑morning energy, a sharp post‑lunch dip, and the mitigating role of brief movement and naps. It correctly notes the sustained presence of depression‑like mentions and their association with fatigue, providing a balanced interpretation without adding unsupported claims.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The overview accurately reflects the journal observations—high early‑morning energy, a sharp post‑lunch dip, and the mitigating role of brief movement and naps. It correctly notes the sustained presence of depression‑like mentions and their association with fatigue, providing a balanced interpretation without adding unsupported claims.""
}"
agent2_therapist_notes,4,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213602.html,8,4,4,4,False,False,5,4,3,25.062,"All claims in the report are directly supported by the journal excerpts. The energy fluctuations described, the correlation with exercise, late scrolling, and naps align with specific entries. The depression trend analysis simply counts recurring mentions and notes no change, consistent with the 8 occurrences cited. No additional events, dates, or quotes are introduced beyond what is present in the entries.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""All claims in the report are directly supported by the journal excerpts. The energy fluctuations described, the correlation with exercise, late scrolling, and naps align with specific entries. The depression trend analysis simply counts recurring mentions and notes no change, consistent with the 8 occurrences cited. No additional events, dates, or quotes are introduced beyond what is present in the entries.""
}"
agent2_therapist_notes,5,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213628.html,8,4,5,5,False,False,5,5,3,18.223,"The General Insights text accurately reflects the journal entries, summarizing energy patterns and depression mentions without inventing new facts. It is consistent across summaries, themes, and trend analysis, though the formatting does not fully follow bullet list conventions.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights text accurately reflects the journal entries, summarizing energy patterns and depression mentions without inventing new facts. It is consistent across summaries, themes, and trend analysis, though the formatting does not fully follow bullet list conventions.""
}"
agent2_therapist_notes,6,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213646.html,8,5,5,5,False,False,5,5,3,18.227,"The score reflects that the General Insights directly answer the energy question, accurately report depression mention trends, maintain correct valence, use facts supported by the provided journal excerpt, and keep a neutral clinical tone. Formatting lacks the expected bullet markers, which lowers the hygiene score, but the content remains well‑structured.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The score reflects that the General Insights directly answer the energy question, accurately report depression mention trends, maintain correct valence, use facts supported by the provided journal excerpt, and keep a neutral clinical tone. Formatting lacks the expected bullet markers, which lowers the hygiene score, but the content remains well‑structured.""
}"
agent2_therapist_notes,7,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213704.html,8,4,4,4,False,True,5,4,3,20.681,"The analysis states depression was mentioned eight times, yet the provided journal excerpt contains no such reference, indicating a factual inaccuracy. Additionally, it cites 147 entries over 2025–2025, which is not verified. These unsupported claims constitute hallucination in the general insights section.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 4,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The analysis states depression was mentioned eight times, yet the provided journal excerpt contains no such reference, indicating a factual inaccuracy. Additionally, it cites 147 entries over 2025–2025, which is not verified. These unsupported claims constitute hallucination in the general insights section.""
}"
agent2_therapist_notes,8,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213725.html,8,4,5,4,False,False,5,4,3,20.914,"The GI text makes no unsupported claims—its summary and trend discussion align with the sampled entries, and the numbers (e.g., 8 depression mentions) reflect the data. No dates or events are fabricated, so hallucination is not present.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The GI text makes no unsupported claims—its summary and trend discussion align with the sampled entries, and the numbers (e.g., 8 depression mentions) reflect the data. No dates or events are fabricated, so hallucination is not present.""
}"
agent2_therapist_notes,9,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213746.html,8,5,5,5,False,False,5,5,3,20.556,"The General Insights section accurately addresses the query about energy, references the depression trend, and aligns with the journal entries. It does not introduce unsupported facts and presents the information in a consistent, supportive tone.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights section accurately addresses the query about energy, references the depression trend, and aligns with the journal entries. It does not introduce unsupported facts and presents the information in a consistent, supportive tone.""
}"
agent2_therapist_notes,10,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213806.html,8,4,5,4,False,False,5,4,2,19.804,The General Insights correctly reflects journal mentions of depression and notes an ongoing low‐energy cycle. No unsupported dates or facts appear.,"{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 2,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights correctly reflects journal mentions of depression and notes an ongoing low‐energy cycle. No unsupported dates or facts appear.""
}"
agent2_therapist_notes,11,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213826.html,8,4,4,5,False,True,5,4,4,18.525,"Says depression appeared 8 times, but the provided excerpt does not explicitly mention the word, indicating a possible over‑statement.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""Says depression appeared 8 times, but the provided excerpt does not explicitly mention the word, indicating a possible over‑statement.""
}"
agent2_therapist_notes,12,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213844.html,8,5,4,3,False,False,5,5,3,19.295,"The General Insights summarises the journal’s key energy themes, refers to sleep quality, grounding, naps, and activity lifts—directly addressing the user’s query. The trend section acknowledges a ‘depression’ tag and notes falling daily energy and increased coping strategy use, partially covering the trend phrase but lacking a clear direction statement. No unsubstantiated facts appear, and the narrative is safe and consistent. Formatting is decent but does not employ the required ‘- ’ bullet markers for themes or next steps, so it scores mid‑range.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 3,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights summarises the journal’s key energy themes, refers to sleep quality, grounding, naps, and activity lifts—directly addressing the user’s query. The trend section acknowledges a ‘depression’ tag and notes falling daily energy and increased coping strategy use, partially covering the trend phrase but lacking a clear direction statement. No unsubstantiated facts appear, and the narrative is safe and consistent. Formatting is decent but does not employ the required ‘- ’ bullet markers for themes or next steps, so it scores mid‑range.""
}"
agent2_therapist_notes,13,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213904.html,8,5,5,5,False,True,5,5,3,19.814,"The report states that depression was mentioned eight times in the journal entries, yet a review of the provided excerpt reveals no instance of the word 'depression' or related terminology. This discrepancy indicates a hallucinated fact in the General Insights section.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The report states that depression was mentioned eight times in the journal entries, yet a review of the provided excerpt reveals no instance of the word 'depression' or related terminology. This discrepancy indicates a hallucinated fact in the General Insights section.""
}"
agent2_therapist_notes,14,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213924.html,8,5,4,5,False,False,5,5,4,19.169,"The General Insights text only references data present in the journal entries, such as the recurring 'wired‑tired' pattern, scheduled wake‑ups, naps, and daylight walks. No new events, dates, or outside quotes are added, and every claim can be traced back to the journal. Thus, the output contains no hallucinated facts.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 4,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The General Insights text only references data present in the journal entries, such as the recurring 'wired‑tired' pattern, scheduled wake‑ups, naps, and daylight walks. No new events, dates, or outside quotes are added, and every claim can be traced back to the journal. Thus, the output contains no hallucinated facts.""
}"
agent2_therapist_notes,15,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_213943.html,8,4,5,5,False,False,5,5,4,21.875,"The report summarizes energy fluctuations, noting early‑year sleep fragmentation, the positive impact of 20‑minute naps and grounding, and a gradual move to more consistent energy levels. Depression occurs in eight entries but remains stable and low‑intensity, with no increase throughout the year. The feedback encourages maintaining naps, grounding, breaks from news, and social interactions to sustain energy and mood.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The report summarizes energy fluctuations, noting early‑year sleep fragmentation, the positive impact of 20‑minute naps and grounding, and a gradual move to more consistent energy levels. Depression occurs in eight entries but remains stable and low‑intensity, with no increase throughout the year. The feedback encourages maintaining naps, grounding, breaks from news, and social interactions to sustain energy and mood.""
}"
agent2_therapist_notes,16,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214005.html,8,5,2,4,False,False,5,4,3,23.408,"The General Insights accurately addresses the energy question but gives little information on the depression trend, as it mentions a trend heading but fails to describe its presence or changes. The lack of bullet formatting reduces readability, yet clinical tone is neutral. No factual errors relative to the journal excerpts were identified.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 2,
  ""direction_1_5"": 4,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights accurately addresses the energy question but gives little information on the depression trend, as it mentions a trend heading but fails to describe its presence or changes. The lack of bullet formatting reduces readability, yet clinical tone is neutral. No factual errors relative to the journal excerpts were identified.""
}"
agent2_therapist_notes,17,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214028.html,8,4,5,5,False,True,5,4,3,24.025,"The General Insights text discusses yearly energy patterns, short naps, and a decline in late‑night scrolling, none of which are directly supported by the provided partial excerpt, suggesting a factual hallucination.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The General Insights text discusses yearly energy patterns, short naps, and a decline in late‑night scrolling, none of which are directly supported by the provided partial excerpt, suggesting a factual hallucination.""
}"
agent2_therapist_notes,18,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214052.html,8,4,5,5,False,False,5,4,4,22.207,"The insights capture energy volatility, hydration and grounding practices across 2025, recognizing a stable depression trend, with actionable steps and no hallucinated facts.","{""question_relevance_1_5"":4,""trend_relevance_1_5"":5,""direction_1_5"":5,""gi_hallucination"":false,""formatting_hygiene_1_5"":4,""clinical_safety_1_5"":5,""internal_coherence_1_5"":4,""gi_details"":""The insights capture energy volatility, hydration and grounding practices across 2025, recognizing a stable depression trend, with actionable steps and no hallucinated facts.""}"
agent2_therapist_notes,19,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214114.html,8,5,2,2,False,False,5,5,3,16.354,"The insights directly answer the energy question and align with journal content, but poorly cover the depression trend, lacking directionality. Format uses headings instead of hyphen lists, reducing readability.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 2,
  ""direction_1_5"": 2,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 5,
  ""gi_details"": ""The insights directly answer the energy question and align with journal content, but poorly cover the depression trend, lacking directionality. Format uses headings instead of hyphen lists, reducing readability.""
}"
agent2_therapist_notes,20,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214131.html,8,4,5,5,False,False,5,4,3,14.394,"The general insights accurately mirror journal text, avoid unsubstantiated facts, and align with the specified trend.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 3,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The general insights accurately mirror journal text, avoid unsubstantiated facts, and align with the specified trend.""
}"
agent2_therapist_notes,21,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214145.html,8,5,5,5,False,False,5,4,4,19.614,"The GI text aligns well with the journal entries, summarizing energy fluctuations, noting depression mentions without suggesting a worsening trend, and proposing practical next steps. No unsupported facts appear.","{
  ""question_relevance_1_5"": 5,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": false,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The GI text aligns well with the journal entries, summarizing energy fluctuations, noting depression mentions without suggesting a worsening trend, and proposing practical next steps. No unsupported facts appear.""
}"
agent2_therapist_notes,22,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214205.html,8,4,4,5,False,False,5,5,4,28.239,The GI accurately reflects journal content regarding low and unstable energy and frequent depression mentions; no unsupported facts are present. All statements are grounded in the excerpt.,"{""question_relevance_1_5"":4,""trend_relevance_1_5"":4,""direction_1_5"":5,""gi_hallucination"":false,""formatting_hygiene_1_5"":4,""clinical_safety_1_5"":5,""internal_coherence_1_5"":5,""gi_details"":""The GI accurately reflects journal content regarding low and unstable energy and frequent depression mentions; no unsupported facts are present. All statements are grounded in the excerpt.""}"
agent2_therapist_notes,23,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260509_214233.html,8,4,5,5,False,True,5,4,4,18.187,"The report claims 147 journal entries for the year, a figure unsupported by the provided excerpt, which lists about 15 entries. It also presents a trend plot with monthly counts implying full‑year data we cannot see. These fabricated facts are not present in the excerpt, qualifying as hallucinations.","{
  ""question_relevance_1_5"": 4,
  ""trend_relevance_1_5"": 5,
  ""direction_1_5"": 5,
  ""gi_hallucination"": true,
  ""formatting_hygiene_1_5"": 4,
  ""clinical_safety_1_5"": 5,
  ""internal_coherence_1_5"": 4,
  ""gi_details"": ""The report claims 147 journal entries for the year, a figure unsupported by the provided excerpt, which lists about 15 entries. It also presents a trend plot with monthly counts implying full‑year data we cannot see. These fabricated facts are not present in the excerpt, qualifying as hallucinations.""
}"
