variant_label,replicate_index,k10_total,frequency_rubric_mean,evidence_relevance_mean,hallucination,details,report_path,raw_grader_response
prompt_baseline,35,30,3.1,4.6,FALSE,"The report correctly captures most diary themes and rates them with appropriate frequency and evidence relevance, though the worthless item lacks evidence. Overall no hallucinations detected.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_174303.html,"{""frequency_rubric_per_item"":[2,4,4,3,4,4,3,3,3,1],""frequency_rubric_mean"":3.10,""evidence_relevance_per_item"":[5,5,5,5,5,5,5,5,5,1],""evidence_relevance_mean"":4.60,""hallucination"":false,""details"":""The report correctly captures most diary themes and rates them with appropriate frequency and evidence relevance, though the worthless item lacks evidence. Overall no hallucinations detected.""}"
prompt_baseline,36,29,1.7,2.8,FALSE,"The report assigns high scores to symptoms without sufficient repeated evidence; several items lack any corroborating entries, leading to questionable frequency ratings. Evidence relevance is high where cited, but overall the analysis overstates distress levels by extrapolating from a few instances.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_174428.html,"{
  ""frequency_rubric_per_item"": [2,3,2,1,1,2,1,1,3,1],
  ""frequency_rubric_mean"": 1.70,
  ""evidence_relevance_per_item"": [4,4,4,1,1,4,4,1,4,1],
  ""evidence_relevance_mean"": 2.80,
  ""hallucination"": false,
  ""details"": ""The report assigns high scores to symptoms without sufficient repeated evidence; several items lack any corroborating entries, leading to questionable frequency ratings. Evidence relevance is high where cited, but overall the analysis overstates distress levels by extrapolating from a few instances.""
}"
prompt_baseline,37,30,2.6,3.4,FALSE,"The report correctly identifies central themes and offers solid evidence for most items, yet it omits evidence for several symptoms and gives an inflated overall distress score, suggesting a need for more complete coverage when assessing the full range of K‑10 items.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_174532.html,"{""frequency_rubric_per_item"":[3,4,1,1,4,3,3,1,3,3],""frequency_rubric_mean"":2.40,""evidence_relevance_per_item"":[5,5,1,1,5,5,5,1,5,1],""evidence_relevance_mean"":3.40,""hallucination"":false,""details"":""The report correctly identifies central themes and offers solid evidence for most items, yet it omits evidence for several symptoms and gives an inflated overall distress score, suggesting a need for more complete coverage when assessing the full range of K‑10 items.""}"
prompt_baseline,38,36,3.4,3.8,FALSE,"Diary indicates frequent fatigue, anxiety, restlessness, and depressive themes, with occasional worthlessness. Evidence is largely relevant but some items (e.g., hopelessness) lack clear support. The report aligns with the text, reflecting persistent patterns rather than isolated incidents.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_174630.html,"{
  ""frequency_rubric_per_item"": [4,4,2,2,4,4,4,2,4,4],
  ""frequency_rubric_mean"": 3.40,
  ""evidence_relevance_per_item"": [5,4,1,2,3,4,5,5,4,5],
  ""evidence_relevance_mean"": 3.80,
  ""hallucination"": false,
  ""details"": ""Diary indicates frequent fatigue, anxiety, restlessness, and depressive themes, with occasional worthlessness. Evidence is largely relevant but some items (e.g., hopelessness) lack clear support. The report aligns with the text, reflecting persistent patterns rather than isolated incidents.""
}"
prompt_baseline,39,26,2.1,3,TRUE,"The summary highlights persistent anxiety, fatigue, and mild depressive tones. Evidence for the most prominent symptoms is well grounded; however several items lack direct supporting excerpts, and the reported total entry count is inflated. The analysis accurately reflects recurring somatic anxiety but under documents specific depressive or hopeless periods, resulting in an incomplete picture. Overall strengths: clear identification of frequent anxiety patterns; weaknesses: missing evidence for many items and a tally error.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_174716.html,"{
  ""frequency_rubric_per_item"": [3, 4, 1, 1, 1, 1, 3, 3, 3, 1],
  ""frequency_rubric_mean"": 2.00,
  ""evidence_relevance_per_item"": [5, 5, 1, 1, 1, 1, 5, 5, 5, 1],
  ""evidence_relevance_mean"": 2.90,
  ""hallucination"": true,
  ""details"": ""The summary highlights persistent anxiety, fatigue, and mild depressive tones. Evidence for the most prominent symptoms is well grounded; however several items lack direct supporting excerpts, and the reported total entry count is inflated. The analysis accurately reflects recurring somatic anxiety but under documents specific depressive or hopeless periods, resulting in an incomplete picture. Overall strengths: clear identification of frequent anxiety patterns; weaknesses: missing evidence for many items and a tally error.""
}"
prompt_baseline,40,27,2.4,2.9,FALSE,"The diary shows recurring anxiety and effort‑related exhaustion, but evidence for extreme restlessness or low self‑worth is missing. Depressive language is intermittent. The report’s evidence pieces largely match the text, with few gaps.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_174807.html,"{""frequency_rubric_per_item"":[3,4,2,2,1,3,4,1,3,1],""frequency_rubric_mean"":2.40,""evidence_relevance_per_item"":[5,5,1,2,1,4,5,1,4,1],""evidence_relevance_mean"":2.90,""hallucination"":false,""details"":""The diary shows recurring anxiety and effort‑related exhaustion, but evidence for extreme restlessness or low self‑worth is missing. Depressive language is intermittent. The report’s evidence pieces largely match the text, with few gaps.""}"
prompt_baseline,41,34,3.2,3.8,FALSE,"The diary shows frequent fatigue, anxiety, restlessness, and depressive mood, yet regular gratitude and grounding practices provide resilience. The narrative offers multiple instances of physical and emotional exhaustion while also highlighting coping rituals that may buffer distress.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_174944.html,"{""frequency_rubric_per_item"":[4,4,3,1,4,3,4,1,4,4],""frequency_rubric_mean"":3.60,""evidence_relevance_per_item"":[5,5,3,1,5,3,5,1,5,5],""evidence_relevance_mean"":3.80,""hallucination"":false,""details"":""The diary shows frequent fatigue, anxiety, restlessness, and depressive mood, yet regular gratitude and grounding practices provide resilience. The narrative offers multiple instances of physical and emotional exhaustion while also highlighting coping rituals that may buffer distress.""}"
prompt_baseline,42,31,2.9,2.9,FALSE,"The draft gives a reasonable snapshot of recurring fatigue, anxiety, and restlessness, but underrepresented hopelessness and worthlessness. Evidence citations are missing for several items, lowering the relevance assessment. Frequency ratings miss some nuances of intensity. Overall, the analysis captures key stressors but could better link scores to specific diary entries and provide fuller evidence for all K‑10 items.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_175052.html,"{""frequency_rubric_per_item"":[2,4,2,1,4,4,3,1,4,4],""frequency_rubric_mean"":2.90,""evidence_relevance_per_item"":[3,4,1,1,4,4,3,1,4,4],""evidence_relevance_mean"":2.90,""hallucination"":false,""details"":""The draft gives a reasonable snapshot of recurring fatigue, anxiety, and restlessness, but underrepresented hopelessness and worthlessness. Evidence citations are missing for several items, lowering the relevance assessment. Frequency ratings miss some nuances of intensity. Overall, the analysis captures key stressors but could better link scores to specific diary entries and provide fuller evidence for all K‑10 items.""}"
prompt_baseline,43,30,2.4,2.8,FALSE,"The report cites limited evidence for many symptoms and under‑represents their frequency; depression is cited once but applied to several items, lacking nuance.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_175227.html,"{
  ""frequency_rubric_per_item"": [3,3,2,1,2,3,3,2,3,2],
  ""frequency_rubric_mean"": 2.40,
  ""evidence_relevance_per_item"": [4,4,1,1,1,4,4,4,4,1],
  ""evidence_relevance_mean"": 2.80,
  ""hallucination"": false,
  ""details"": ""The report cites limited evidence for many symptoms and under‑represents their frequency; depression is cited once but applied to several items, lacking nuance.""
}"
prompt_baseline,44,31,3.8,3,FALSE,"The report shows high fatigue, anxiety, and depressive patterns with moderate evidence for most items, but lacks data for restlessness and worthlessness, which lowers relevance scores there.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_175315.html,"{ ""frequency_rubric_per_item"": [5,5,4,2,3,5,5,2,5,2], ""frequency_rubric_mean"": 3.80, ""evidence_relevance_per_item"": [5,5,5,1,1,3,5,1,3,1], ""evidence_relevance_mean"": 3.00, ""hallucination"": false, ""details"": ""The report shows high fatigue, anxiety, and depressive patterns with moderate evidence for most items, but lacks data for restlessness and worthlessness, which lowers relevance scores there."" }"
prompt_baseline,45,32,1.7,3.2,FALSE,"Report heavily emphasizes exhaustion, anxiety, and depression, but frequency evidence for most items is modest; some items are inferred rather than well‑substantiated.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_175403.html,"{""frequency_rubric_per_item"":[3,2,1,1,2,2,1,1,2,2],""frequency_rubric_mean"":1.70,""evidence_relevance_per_item"":[5,5,1,1,4,3,4,1,3,5],""evidence_relevance_mean"":3.20,""hallucination"":false,""details"":""Report heavily emphasizes exhaustion, anxiety, and depression, but frequency evidence for most items is modest; some items are inferred rather than well‑substantiated.""}"
prompt_baseline,46,20,1.6,3.4,FALSE,"The report assigns a uniform low score of 2 to each K‑10 item, but evidence is fragmentary or missing for several symptoms. Frequency justification is sparse, and several items lack supporting text, suggesting under‑reporting of recurrence. Overall, the summary gives an approximate picture but could better match diary content by indicating higher frequency for repeated anxiety and effort themes and noting the absence of hopelessness, restlessness, or worthlessness statements.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_175511.html,"{
  ""frequency_rubric_per_item"": [2, 2, 2, 1, 1, 1, 2, 2, 2, 1],
  ""frequency_rubric_mean"": 1.60,
  ""evidence_relevance_per_item"": [5, 5, 5, 1, 1, 1, 5, 5, 5, 1],
  ""evidence_relevance_mean"": 3.40,
  ""hallucination"": false,
  ""details"": ""The report assigns a uniform low score of 2 to each K‑10 item, but evidence is fragmentary or missing for several symptoms. Frequency justification is sparse, and several items lack supporting text, suggesting under‑reporting of recurrence. Overall, the summary gives an approximate picture but could better match diary content by indicating higher frequency for repeated anxiety and effort themes and noting the absence of hopelessness, restlessness, or worthlessness statements.""
}"
prompt_baseline,47,31,2.4,3.5,FALSE,"The diary contains high levels of anxiety, restlessness, and moderate depressive symptoms, yet frequent moments of gratitude, grounding, and creative work suggest coping strategies. Insightful evidence supports the most frequent items, while hopelessness and extreme anxiety appear less often. The report aligns closely with the entries, showing no fabricated information.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_175614.html,"{
  ""frequency_rubric_per_item"": [2,5,1,1,2,2,3,3,3,2],
  ""frequency_rubric_mean"": 2.40,
  ""evidence_relevance_per_item"": [4,5,1,1,4,4,4,4,4,4],
  ""evidence_relevance_mean"": 3.80,
  ""hallucination"": false,
  ""details"": ""The diary contains high levels of anxiety, restlessness, and moderate depressive symptoms, yet frequent moments of gratitude, grounding, and creative work suggest coping strategies. Insightful evidence supports the most frequent items, while hopelessness and extreme anxiety appear less often. The report aligns closely with the entries, showing no fabricated information.""
}"
prompt_baseline,48,28,2.5,3.1,FALSE,"The summary captures frequent anxiety and depressive patterns, but omits several items entirely, resulting in gaps. While evidence for core items aligns well with the diary, relevance for others is weak or absent. Overall, the rubric scores show high frequency for tiredness and nervousness; some items are under‑represented, leading to low evidence scores. Missed events and generic phrasing reduce accuracy.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_175702.html,"{
  ""frequency_rubric_per_item"": [4, 4, 3, 1, 3, 2, 3, 3, 1, 1],
  ""frequency_rubric_mean"": 2.50,
  ""evidence_relevance_per_item"": [4, 4, 4, 2, 2, 2, 4, 4, 3, 2],
  ""evidence_relevance_mean"": 3.10,
  ""hallucination"": false,
  ""details"": ""The summary captures frequent anxiety and depressive patterns, but omits several items entirely, resulting in gaps. While evidence for core items aligns well with the diary, relevance for others is weak or absent. Overall, the rubric scores show high frequency for tiredness and nervousness; some items are under‑represented, leading to low evidence scores. Missed events and generic phrasing reduce accuracy.""
}"
prompt_baseline,49,27,2.6,3.4,FALSE,"The review shows that the generated K‑10 summary generally aligns with symptom frequency noted in the diary. Evidence presented for most items is relevant, but several items lack data. Frequency ratings confirm nervousness and restlessness are high, while hopelessness, worthlessness, and inability to sit are rare. Minor entry count discrepancy suggests a small error; overall the report is credible.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_175816.html,"{
  ""frequency_rubric_per_item"": [3,5,5,1,1,3,3,1,3,1],
  ""frequency_rubric_mean"": 2.60,
  ""evidence_relevance_per_item"": [5,5,5,1,1,5,5,1,5,1],
  ""evidence_relevance_mean"": 3.40,
  ""hallucination"": false,
  ""details"": ""The review shows that the generated K‑10 summary generally aligns with symptom frequency noted in the diary. Evidence presented for most items is relevant, but several items lack data. Frequency ratings confirm nervousness and restlessness are high, while hopelessness, worthlessness, and inability to sit are rare. Minor entry count discrepancy suggests a small error; overall the report is credible.""
}"
prompt_alternative_explicit_calibration,0,32,3.4,2.6,FALSE,"The report highlights frequent anxiety, fatigue, and low‑mood across entries, but lacks evidence for several items, creating gaps. While key symptoms are reflected, some descriptors like restless or worthless are unsupported, reducing the reliability of the full item set.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_175923.html,"{
  ""frequency_rubric_per_item"": [4,5,3,1,4,3,4,5,4,1],
  ""frequency_rubric_mean"": 3.40,
  ""evidence_relevance_per_item"": [4,4,1,1,4,1,5,1,4,1],
  ""evidence_relevance_mean"": 2.60,
  ""hallucination"": false,
  ""details"": ""The report highlights frequent anxiety, fatigue, and low‑mood across entries, but lacks evidence for several items, creating gaps. While key symptoms are reflected, some descriptors like restless or worthless are unsupported, reducing the reliability of the full item set.""
}"
prompt_alternative_explicit_calibration,1,28,1.8,3,TRUE,"The report overstates tiredness, cites unfounded evidence for several items, and lacks evidence for many others, indicating hallucination. It inconsistently assigns relevance scores and does not cover all K‑10 items, reflecting weak grounding in the diary.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_180018.html,"{
  ""frequency_rubric_per_item"": [4,1,1,1,1,3,1,2,3,1],
  ""frequency_rubric_mean"": 1.80,
  ""evidence_relevance_per_item"": [5,1,1,1,1,5,5,5,5,1],
  ""evidence_relevance_mean"": 3.00,
  ""hallucination"": true,
  ""details"": ""The report overstates tiredness, cites unfounded evidence for several items, and lacks evidence for many others, indicating hallucination. It inconsistently assigns relevance scores and does not cover all K‑10 items, reflecting weak grounding in the diary.""
}"
prompt_alternative_explicit_calibration,2,30,1.7,2.5,TRUE,"Report overstates K‑10 item scores despite sparse evidence and miscounts entries, leading to inflated frequency ratings.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_180102.html,"{""frequency_rubric_per_item"":[2,2,1,1,1,3,2,1,3,1],""frequency_rubric_mean"":1.70,""evidence_relevance_per_item"":[4,4,1,1,1,4,4,1,4,1],""evidence_relevance_mean"":2.50,""hallucination"":true,""details"":""Report overstates K‑10 item scores despite sparse evidence and miscounts entries, leading to inflated frequency ratings.""}"
prompt_alternative_explicit_calibration,3,27,2.9,3.5,FALSE,"The diary survey highlights pervasive fatigue, anxiety and depressive symptoms, with strong evidence for tiredness, nervousness and sadness, but shows limited data for hopelessness, worthlessness and extreme restlessness, reflecting a high distress profile and encouraging further probe.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_180215.html,"{
  ""frequency_rubric_per_item"": [4,4,3,1,2,4,3,1,4,3],
  ""frequency_rubric_mean"": 2.90,
  ""evidence_relevance_per_item"": [5,5,2,2,2,5,5,2,5,2],
  ""evidence_relevance_mean"": 3.50,
  ""hallucination"": false,
  ""details"": ""The diary survey highlights pervasive fatigue, anxiety and depressive symptoms, with strong evidence for tiredness, nervousness and sadness, but shows limited data for hopelessness, worthlessness and extreme restlessness, reflecting a high distress profile and encouraging further probe.""
}"
prompt_alternative_explicit_calibration,4,29,1.6,3.4,FALSE,"The report captures multiple stressors—fatigue, anxiety, low mood—in the diary across several days. Evidence consistently points to recurring worries, restlessness, and depressive notes, but lacks data for restlessness and worthlessness. Overall, frequent anxiety and low mood dominate, while other symptoms appear sporadically.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_180252.html,"{
  ""frequency_rubric_per_item"": [2, 2, 1, 2, 1, 2, 2, 1, 2, 1],
  ""frequency_rubric_mean"": 1.60,
  ""evidence_relevance_per_item"": [5, 5, 1, 5, 1, 5, 5, 1, 5, 1],
  ""evidence_relevance_mean"": 3.40,
  ""hallucination"": false,
  ""details"": ""The report captures multiple stressors—fatigue, anxiety, low mood—in the diary across several days. Evidence consistently points to recurring worries, restlessness, and depressive notes, but lacks data for restlessness and worthlessness. Overall, frequent anxiety and low mood dominate, while other symptoms appear sporadically.""
}"
prompt_alternative_explicit_calibration,5,27,2,3.8,TRUE,"Report misstates journal content, claiming flat mood yet showing multiple symptom mentions. Evidence gaps and contradictory statements indicate hallucination. A strength is the chronological listing of days and clear symptom labels.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_180349.html,"{""frequency_rubric_per_item"":[3,3,1,1,3,3,1,1,2,2],""frequency_rubric_mean"":2.00,""evidence_relevance_per_item"":[5,5,1,1,5,5,5,1,5,5],""evidence_relevance_mean"":3.80,""hallucination"":true,""details"":""Report misstates journal content, claiming flat mood yet showing multiple symptom mentions. Evidence gaps and contradictory statements indicate hallucination. A strength is the chronological listing of days and clear symptom labels.""}"
prompt_alternative_explicit_calibration,6,25,2.2,2.2,FALSE,"The analysis highlighted frequent fatigue and anxiety, but only a few items had concrete evidence. Many scores lacked supporting excerpts, lowering evidence relevance. Overall, the summary stays grounded in the journal without inventing facts. Strengths include noting recurring exhaustion and coping practices.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_180451.html,"{
  ""frequency_rubric_per_item"": [3,3,2,1,2,3,3,1,3,1],
  ""frequency_rubric_mean"": 2.20,
  ""evidence_relevance_per_item"": [5,1,1,1,1,5,5,1,1,1],
  ""evidence_relevance_mean"": 2.20,
  ""hallucination"": false,
  ""details"": ""The analysis highlighted frequent fatigue and anxiety, but only a few items had concrete evidence. Many scores lacked supporting excerpts, lowering evidence relevance. Overall, the summary stays grounded in the journal without inventing facts. Strengths include noting recurring exhaustion and coping practices.""
}"
prompt_alternative_explicit_calibration,7,28,2.5,3.4,FALSE,"The report accurately reflects anxiety, fatigue, and effort themes, but lacks evidence for hopelessness, restlessness, and worthlessness, potentially underestimating distress in those areas.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_180618.html,"{  
  ""frequency_rubric_per_item"": [3,4,4,1,2,2,3,1,3,2],  
  ""frequency_rubric_mean"": 2.50,  
  ""evidence_relevance_per_item"": [5,5,5,1,1,5,5,1,5,1],  
  ""evidence_relevance_mean"": 3.40,  
  ""hallucination"": false,  
  ""details"": ""The report accurately reflects anxiety, fatigue, and effort themes, but lacks evidence for hopelessness, restlessness, and worthlessness, potentially underestimating distress in those areas.""  
}"
prompt_alternative_explicit_calibration,8,35,3.2,4.6,FALSE,"The report accurately reflects the diary’s recurrent themes, especially anxiety, fatigue, and effortful work. Evidence for most items is directly relevant, though the worthlessness item lacks support. Frequency scores align with the repeated mention of each symptom, supporting a high distress estimate. Minor omissions (e.g., specific evidence for worthlessness) do not undermine overall fidelity.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_180728.html,"{
  ""frequency_rubric_per_item"": [4,4,4,3,3,3,3,4,3,1],
  ""frequency_rubric_mean"": 3.20,
  ""evidence_relevance_per_item"": [5,5,5,5,5,5,5,5,5,1],
  ""evidence_relevance_mean"": 4.40,
  ""hallucination"": false,
  ""details"": ""The report accurately reflects the diary’s recurrent themes, especially anxiety, fatigue, and effortful work. Evidence for most items is directly relevant, though the worthlessness item lacks support. Frequency scores align with the repeated mention of each symptom, supporting a high distress estimate. Minor omissions (e.g., specific evidence for worthlessness) do not undermine overall fidelity.""
}"
prompt_alternative_explicit_calibration,9,26,2.1,3,FALSE,"Report relies heavily on single diary excerpts and omits evidence for most items, potentially underestimating symptom frequency. Strengths include consistent grounding tactics and reticence around depressive language.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_180854.html,"{
  ""frequency_rubric_per_item"": [3,4,1,1,1,3,2,1,4,1],
  ""frequency_rubric_mean"": 2.10,
  ""evidence_relevance_per_item"": [5,5,1,1,1,5,5,1,5,1],
  ""evidence_relevance_mean"": 3.00,
  ""hallucination"": false,
  ""details"": ""Report relies heavily on single diary excerpts and omits evidence for most items, potentially underestimating symptom frequency. Strengths include consistent grounding tactics and reticence around depressive language.""
}"
prompt_alternative_explicit_calibration,10,34,2.6,3.1,FALSE,"The report accurately captures frequent fatigue, nervousness, and depression but underestimates hopelessness, restlessness, and worthlessness. Evidence citations mostly align with the stated themes, though some items lack contextual support. Overall the analysis aligns with the journal entries and shows no evidence of fabricating events.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_180948.html,"{""frequency_rubric_per_item"":[4,4,4,1,2,3,2,2,3,1],""frequency_rubric_mean"":2.60,""evidence_relevance_per_item"":[4,4,4,1,3,3,3,4,4,1],""evidence_relevance_mean"":3.10,""hallucination"":false,""details"":""The report accurately captures frequent fatigue, nervousness, and depression but underestimates hopelessness, restlessness, and worthlessness. Evidence citations mostly align with the stated themes, though some items lack contextual support. Overall the analysis aligns with the journal entries and shows no evidence of fabricating events.""}"
prompt_alternative_explicit_calibration,11,30,2.2,3,FALSE,"Diary entries reveal persistent anxiety and moderate tiredness, with recurring depressive cues. The user consistently uses grounding techniques and social gatherings to buffer distress. While negative hypervigilance and low mood linger, the frequency of active coping demonstrates strength and insight.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_181046.html,"{
  ""frequency_rubric_per_item"": [3,4,3,1,1,3,2,1,3,1],
  ""frequency_rubric_mean"": 2.20,
  ""evidence_relevance_per_item"": [5,5,5,1,1,5,1,1,5,1],
  ""evidence_relevance_mean"": 2.90,
  ""hallucination"": false,
  ""details"": ""Diary entries reveal persistent anxiety and moderate tiredness, with recurring depressive cues. The user consistently uses grounding techniques and social gatherings to buffer distress. While negative hypervigilance and low mood linger, the frequency of active coping demonstrates strength and insight.""
}"
prompt_alternative_explicit_calibration,12,28,2.3,3.8,FALSE,"The report recognises frequent anxiety and depression themes, but overestimates frequency for some items and omits evidence for others. Strengths include grounded coping mentions and gratitude practices. Sensitivity to fatigue and restlessness is noted, though some item scores lack supporting citations.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_181146.html,"{
  ""frequency_rubric_per_item"": [2,2,2,2,3,3,2,3,2,2],
  ""frequency_rubric_mean"": 2.30,
  ""evidence_relevance_per_item"": [5,5,5,1,5,5,5,5,1,1],
  ""evidence_relevance_mean"": 3.70,
  ""hallucination"": false,
  ""details"": ""The report recognises frequent anxiety and depression themes, but overestimates frequency for some items and omits evidence for others. Strengths include grounded coping mentions and gratitude practices. Sensitivity to fatigue and restlessness is noted, though some item scores lack supporting citations.""
}"
prompt_alternative_explicit_calibration,13,25,1.9,2.2,FALSE,"The report identifies strong anxiety and depression reports, moderate fatigue, and sparse support for other symptoms. It highlights coping strategies yet indicates limited evidence for restlessness, hopelessness, or worthlessness.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_181245.html,"{
  ""frequency_rubric_per_item"": [3, 4, 1, 1, 2, 1, 1, 1, 3, 2],
  ""frequency_rubric_mean"": 1.90,
  ""evidence_relevance_per_item"": [5, 5, 1, 1, 1, 1, 1, 1, 5, 1],
  ""evidence_relevance_mean"": 2.20,
  ""hallucination"": false,
  ""details"": ""The report identifies strong anxiety and depression reports, moderate fatigue, and sparse support for other symptoms. It highlights coping strategies yet indicates limited evidence for restlessness, hopelessness, or worthlessness.""
}"
prompt_alternative_explicit_calibration,14,29,2.8,3.1,FALSE,"The report accurately captures frequent tiredness, anxiety and depression per journal; missing evidence for some items leads to lower scores but overall estimates are consistent and non‑fabricated.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_181335.html,"{""frequency_rubric_per_item"":[5,5,2,1,4,3,3,1,3,1],""frequency_rubric_mean"":2.80,""evidence_relevance_per_item"":[5,5,1,1,4,4,4,1,5,1],""evidence_relevance_mean"":3.10,""hallucination"":false,""details"":""The report accurately captures frequent tiredness, anxiety and depression per journal; missing evidence for some items leads to lower scores but overall estimates are consistent and non‑fabricated.""}"
prompt_alternative_explicit_calibration,15,30,2.9,3.8,TRUE,"High anxiety appears most days, with frequent hypervigilance and tight chest. Depression and sadness are recurrent yet intermittent. Grounding and creative flow episodes are noted, offering some resilience. Occasional lack of motivation and hopeless thoughts persist, suggesting moderate overall distress.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_181444.html,"{""frequency_rubric_per_item"":[4,4,1,3,3,3,3,4,3,1],""frequency_rubric_mean"":2.90,""evidence_relevance_per_item"":[5,5,1,3,4,4,5,5,5,1],""evidence_relevance_mean"":3.80,""hallucination"":true,""details"":""High anxiety appears most days, with frequent hypervigilance and tight chest. Depression and sadness are recurrent yet intermittent. Grounding and creative flow episodes are noted, offering some resilience. Occasional lack of motivation and hopeless thoughts persist, suggesting moderate overall distress.""}"
prompt_alternative_explicit_calibration,16,32,2.6,3.8,FALSE,"The report captures many anxiety and restlessness patterns but underestimates tiredness frequency and overstates some symptoms. Evidence is robust for nervousness and depression, though absent for hopelessness and worthlessness, reducing clarity.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_181550.html,"{
  ""frequency_rubric_per_item"": [3,4,2,1,4,1,3,1,3,4],
  ""frequency_rubric_mean"": 2.6,
  ""evidence_relevance_per_item"": [5,5,5,1,5,1,5,1,5,5],
  ""evidence_relevance_mean"": 3.8,
  ""hallucination"": false,
  ""details"": ""The report captures many anxiety and restlessness patterns but underestimates tiredness frequency and overstates some symptoms. Evidence is robust for nervousness and depression, though absent for hopelessness and worthlessness, reducing clarity.""
}"
prompt_alternative_explicit_calibration,17,30,2.4,2.2,TRUE,"Most entries reveal frequent anxiety, nervousness and a sinking mood, yet the diary also documents consistent grounding habits, social game nights, and gratitude journaling that serve as coping strengths.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_181650.html,"{
  ""frequency_rubric_per_item"": [3,4,1,1,2,3,4,1,3,2],
  ""frequency_rubric_mean"": 2.40,
  ""evidence_relevance_per_item"": [4,4,1,1,1,1,4,1,4,1],
  ""evidence_relevance_mean"": 2.10,
  ""hallucination"": true,
  ""details"": ""Most entries reveal frequent anxiety, nervousness and a sinking mood, yet the diary also documents consistent grounding habits, social game nights, and gratitude journaling that serve as coping strengths.""
}"
prompt_alternative_explicit_calibration,18,37,2.5,2.7,FALSE,"Report captures many anxiety and depression symptoms, but lacks evidence for hopeless, restless, worthless, and restlessness items. Frequency ratings may overestimate some items due to limited days cited; evidence links are solid where present but absent elsewhere.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260508_181815.html,"{""frequency_rubric_per_item"":[4,4,4,1,1,3,3,1,3,1],""frequency_rubric_mean"":2.50,""evidence_relevance_per_item"":[4,4,4,1,1,3,4,1,4,1],""evidence_relevance_mean"":2.70,""hallucination"":false,""details"":""Report captures many anxiety and depression symptoms, but lacks evidence for hopeless, restless, worthless, and restlessness items. Frequency ratings may overestimate some items due to limited days cited; evidence links are solid where present but absent elsewhere.""}"
